Brand,Store Number,Store Name,Ownership Type,Street Address,City,Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,32022-129646,SF Pattaya,Company Owned,"399/9 , Room No.C105.2 & C204, 1st & 2nd Floor, The Avenue Pattaya, Central Pattaya Center",Banglamung,Chonburi,THAILAND,20150,844387420,GMT+07:00 Asia/Bangkok,100.88,12.93
Starbucks,50094-272708,Central Marina,Company Owned,"78/54 M.9 Pattaya 3 Road,Nongprue, Bang Lamung",Chon Buri,Chonburi,THAILAND,20260,614201392,GMT+07:00 Asia/Bangkok,100.89,12.95
Starbucks,48751-264825,The Bay Pattaya,Company Owned,"225, Pattaya Beach Road. Moo 9, Nongprue, Banglamung",Chonburi,Chonburi,THAILAND,20150,613977918,GMT+07:00 Asia/Bangkok,100.89,12.94
Starbucks,23396-229764,Samitivej Sriracha Hospital,Company Owned,"8 Soi Laemket, Jermjompol Road, Sriracha, Habor Mall Pattaya Klang",Chonburi,Chonburi,THAILAND,20110,922834119,GMT+07:00 Asia/Bangkok,100.93,13.18
Starbucks,27079-246487,Harbormall Pattaya Klang,Company Owned,"Moo. 9 ,Pattaya Klang rd., Nong-Prue, Banglamung, Laemthong Bangsaen",Chonburi,Chonburi,THAILAND,20150,626029417,GMT+07:00 Asia/Bangkok,100.9,12.93
Starbucks,26558-244424,Laemthong Bangsaen,Company Owned,"278/2 Longhadbangsan Rd., Sansuk, Muang, Central Plaza Chonburi",Chonburi,Chonburi,THAILAND,20131,626015139,GMT+07:00 Asia/Bangkok,100.93,13.29
Starbucks,1526-135685,Central Chonburi,Company Owned,"Unit # 130, OP111/1, No. 55/88-89, 1 fl, Central Plaza Moo 1, Sukhumvit Rd, Harbormall",Muang,Chonburi,THAILAND,20000,844387453,GMT+07:00 Asia/Bangkok,100.97,13.34
Starbucks,1477-140950,Harbormall Laemchabung,Company Owned,"4/222, Moo 10, Sukhumvit Road",Sriracha,Chonburi,THAILAND,20230,844387445,GMT+07:00 Asia/Bangkok,100.92,13.08
Starbucks,32038-129624,Pacific Park Sriracha,Company Owned,"90 Pacific Park Sriracha, Unit 119, First floor, Sukhumvit Road (Km.118)",Sriracha,Chonburi,THAILAND,20110,844387421,GMT+07:00 Asia/Bangkok,100.93,13.17
Starbucks,32183-131672,Laemthong Rayong,Company Owned,"554 Lamthong Shopping Plaza, Rayong 1S01-03, Sukhumvit Road, Noen Pra, Central Plaza Rayong",Muang Rayong,Rayong,THAILAND,21000,844387426,GMT+07:00 Asia/Bangkok,101.25,12.68
Starbucks,25905-242705,Central Plaza Rayong,Company Owned,"Bangna-Trad (Sai36) rd.,, Tha Pradu,Muang",Rayong,Rayong,THAILAND,21000,922590176,GMT+07:00 Asia/Bangkok,101.27,12.7
Starbucks,33744-95479,Motorway Outbound,Company Owned,"45/64-5, Moo 7",Bangpakong,Chachoengsao,THAILAND,24130,844387365,GMT+07:00 Asia/Bangkok,101.01,13.54
Starbucks,30726-101017,Motorway Inbound,Company Owned,"85/65, Moo 1",Bangpakong,Chachoengsao,THAILAND,24130,844387381,GMT+07:00 Asia/Bangkok,101.01,13.54
Starbucks,18046-188445,Motorway Outbound 2,Company Owned,"45/21-25, Moo 7, Robinson Chachoengsao",Bangpakong,Chachoengsao,THAILAND,24130,908801490,GMT+07:00 Asia/Bangkok,101.01,13.54
Starbucks,23818-233150,Robinson Chachoengsao,Company Owned,"Na-Mueng, Na-Mueng",Chachoengsao,Chachoengsao,THAILAND,24000,982769188,GMT+07:00 Asia/Bangkok,101.05,13.67
Starbucks,29561-254287,Motorway Inbound 2,Company Owned,"85/30-32 moo 1, Khondin, Bangpakong, The Mall Khorat - Muang District",Chachoengsao,Chachoengsao,THAILAND,24130,626029482,GMT+07:00 Asia/Bangkok,101.01,13.54
Starbucks,32104-132064,The Mall Khorat,Company Owned,"Ground flr, The Mall Khorat dept store,, No. 1242/2, Mitrapab road, Terminal 21 Korat",Muang Nakhonratchasima,Nakhonratchasima,THAILAND,30000,844387425,GMT+07:00 Asia/Bangkok,102.08,14.98
Starbucks,48469-263244,Terminal 21 Korat,Company Owned,"99, Mittraphap - Nong khai Road, Naimuea",Nakhon Ratchasima,Nakhonratchasima,THAILAND,30000,614201391,GMT+07:00 Asia/Bangkok,102.09,14.98
Starbucks,31909-124465,Outlet Village-KhaoYai,Company Owned,"888 Outlet Village Korat,, Moo 7, Mitraphab Road,, Robinson Burirum",Pakchong,Nakhonratchasima,THAILAND,30130,844387418,GMT+07:00 Asia/Bangkok,101.39,14.66
Starbucks,26560-244386,Robinson Burirum,Company Owned,"Buriram-Phud Thai Song Rd.(NH#218), Mueng",Burirum,Burirum,THAILAND,31000,625973943,GMT+07:00 Asia/Bangkok,103.07,14.97
Starbucks,22243-218965,Robinson Surin,Company Owned,"338 Moo 16, Saluk-Dai, Muang Surin",Surin,Surin,THAILAND,32000,922798167,GMT+07:00 Asia/Bangkok,103.53,14.88
Starbucks,19117-188448,Central Ubonratchathani,Company Owned,"311 Moo.7, Sapphasit Road",Muang Ubon Ratchathani,Ubon Ratchathani,THAILAND,34000,844387398,GMT+07:00 Asia/Bangkok,104.82,15.24
Starbucks,21260-210347,Sunee Tower,Company Owned,"Chayangkul Road, Kamyai Sub-district, Muang District",Ubon Ratchathani,Ubon Ratchathani,THAILAND,34000,922461889,GMT+07:00 Asia/Bangkok,104.85,15.26
Starbucks,26450-240784,Wufoo Khonkaen,Company Owned,"Mitraphab Road, Nai-Muang, Muang, Central Plaza Khonkaen",Khon Kaen,khonkaen,THAILAND,40000,614172005,GMT+07:00 Asia/Bangkok,102.82,16.41
Starbucks,6144-149766,Central Khonkaen,Company Owned,"Central Plaza Khonkaen, 99,99/1, 1st floor, Srijun road",Muang,khonkaen,THAILAND,40000,844387455,GMT+07:00 Asia/Bangkok,102.83,16.43
Starbucks,31579-113088,Tuk Com KhonKaen,Company Owned,"250/1, Room GS 26 Ground Floor, Srijun Road",Muang,khonkaen,THAILAND,40000,844387409,GMT+07:00 Asia/Bangkok,102.83,16.43
Starbucks,18711-194484,Tuk Com Udon,Company Owned,"Tuk Com Udon, Udondutsadee Road",Muang,Udon Thani,THAILAND,41000,818052846,GMT+07:00 Asia/Bangkok,102.79,17.41
Starbucks,19175-188465,UD Town,Company Owned,"UD Town, 88, Thong Yai Road, Central Plaza Udon Thani",Muang,Udon Thani,THAILAND,41000,898128939,GMT+07:00 Asia/Bangkok,102.8,17.4
Starbucks,17012-169624,Central Udon Thani,Company Owned,"277/1-3, 271/5, 1st floor (unit. 117), Central Udon Thani, Prajaksillapakhom Rd",Muang Udon Thani,Udon Thani,THAILAND,41000,844387367,GMT+07:00 Asia/Bangkok,102.8,17.41
Starbucks,31819-120544,Big Jieng NongKhai,Company Owned,"304 Big Jieng, Room A-30, Ground Floor,, Moo 10, Mitrabhab Road,","Muang,",NongKhai,THAILAND,43000,844387413,GMT+07:00 Asia/Bangkok,102.74,17.87
Starbucks,21254-210349,Sermthai Complex,Company Owned,"Nakhonsawan Road, Talad Sub-district, Muang District, Robinson Roi Et",Maha Sarakham,Maha Sarakham,THAILAND,44000,844387443,GMT+07:00 Asia/Bangkok,103.28,16.2
Starbucks,23754-233147,Robinson Roi Et,Company Owned,"Nua-Mueng, Mueng",Roi Et,Roi Et,THAILAND,45000,982769187,GMT+07:00 Asia/Bangkok,103.62,16.06
Starbucks,20245-200745,Central Festival Chiang Mai,Company Owned,"99 Moo 4, Super Highway Rd, Muang",Chaing Mai,Chiang Mai,THAILAND,50000,922614320,GMT+07:00 Asia/Bangkok,99.02,18.8
Starbucks,21903-216325,Maya Chiang Mai,Company Owned,"55 Moo 5 Huay Kaew Road, Chang Phuak, Muang Chiang Mai, Chiangmai Ram Hospital",Chiang Mai,Chiang Mai,THAILAND,50000,922798162,GMT+07:00 Asia/Bangkok,98.97,18.8
Starbucks,48161-259669,Chiangmai Ram Hospital,Company Owned,"Bun Rueang Rit Rd., Sri Bhumi,, Muang",Chiang Mai,Chiang Mai,THAILAND,50200,625984962,GMT+07:00 Asia/Bangkok,98.98,18.79
Starbucks,21813-215327,Chiangmai Airport,Company Owned,"60 Chiang Mai International Airport, Moo 3, Airport Rd. Suthep, Mueang",Chiang Mai,Chiang Mai,THAILAND,50200,922464167,GMT+07:00 Asia/Bangkok,98.97,18.77
Starbucks,27916-248931,Kad Farang,Company Owned,"Chiangmai-Hod Rd, Hang Dong",Chiangmai,Chiang Mai,THAILAND,50230,626015140,GMT+07:00 Asia/Bangkok,98.93,18.7
Starbucks,33723-58139,Chiangmai,Company Owned,"110, Changclan Road",Muang,Chiang Mai,THAILAND,50200,844387339,GMT+07:00 Asia/Bangkok,99,18.78
Starbucks,30791-102083,Chiangmai Nimmanhemin,Company Owned,"43, Tall Teak Plaza, Nimmanhemin Road",Muang,Chiang Mai,THAILAND,50200,844387384,GMT+07:00 Asia/Bangkok,98.97,18.8
Starbucks,30887-102551,Chiangmai Tha Pae,Company Owned,"418-420,422, Tha Pae Road",Muang,Chiang Mai,THAILAND,50300,844387388,GMT+07:00 Asia/Bangkok,98.99,18.79
Starbucks,33734-83811,Chiangmai2,Company Owned,"2, Central Airport Plaza, Mahidol Road",Muang,Chiang Mai,THAILAND,50000,844387350,GMT+07:00 Asia/Bangkok,98.98,18.77
Starbucks,31710-116109,Kad Suan Kaew,Company Owned,"21, Ground Floor, Huay Kaew Road",Muang Chiangmai,Chiang Mai,THAILAND,50200,844387411,GMT+07:00 Asia/Bangkok,98.98,18.8
Starbucks,18432-188444,Central Lampang,Company Owned,"unit no. 131, 1st Floor, No. 319, Central Lampang, Hiway Lampang-Ngao",Muang,Lampang,THAILAND,52100,847517736,GMT+07:00 Asia/Bangkok,99.49,18.28
Starbucks,15289-156384,Central Chiangrai,Company Owned,"No. 163, 163-T, K06, STO102, Central Chiangrai. Phaholyothin road, V-Square Plaza",Muang Chiangrai,Chiangrai,THAILAND,57000,844387352,GMT+07:00 Asia/Bangkok,99.83,19.89
Starbucks,47220-257245,V-Square Plaza,Company Owned,"320/11 Sawanvithee road, Paknampo Muang, Central Phitsanulok",Nakhonsawan,Nakhonsawan,THAILAND,60000,632673390,GMT+07:00 Asia/Bangkok,100.12,15.69
Starbucks,16181-165090,Central Phitsanulok,Company Owned,"9/99, unit no. 160-161, 1st Floor, Central Phitsanulok, Moo 5, Singhawat Rd, Robinson Ratchaburi",Muang Phitsanulok,Phitsanulok,THAILAND,65000,818228242,GMT+07:00 Asia/Bangkok,100.23,16.84
Starbucks,49377-267964,Robinson Ratchaburi,Company Owned,"265 Srisuriyawong Rd., Tambon Na Mueng, Mueang",Ratchaburi,Ratchaburi,THAILAND,70000,625985968,GMT+07:00 Asia/Bangkok,99.81,13.53
Starbucks,23438-230105,Central Plaza Salaya,Company Owned,"Borommaratchachonnani Road, Song Kanong,",Nakhon Pathom,Nakhon Pathom,THAILAND,73170,844387399,GMT+07:00 Asia/Bangkok,100.28,13.79
Starbucks,24082-224349,The Mood,Company Owned,"Phetkasem Road, Nakhon Chai Si",Nakhon Pathom,Nakhon Pathom,THAILAND,73120,614100114,GMT+07:00 Asia/Bangkok,100.18,13.77
Starbucks,16833-171974,Porto Chino,Company Owned,"Porto Chino, Rama 2 Road",Muang,Samut Sakhon,THAILAND,74000,848757856,GMT+07:00 Asia/Bangkok,100.29,13.57
Starbucks,30941-103081,Hua Hin Market Village,Company Owned,"234/1, G/Fl Hua Hin Market Village, Phetkasem Road",Hua Hin,Prachuap Khiri Khan,THAILAND,77110,844387394,GMT+07:00 Asia/Bangkok,99.96,12.56
Starbucks,33752-97121,Hua Hin,Company Owned,"73/1, Phetkasem Road, Blu Hua Hin",Hua Hin,Prachuap Khiri Khan,THAILAND,77110,844387370,GMT+07:00 Asia/Bangkok,99.96,12.57
Starbucks,48612-263825,Central Nakhonsithammarat,Company Owned,"8,9/8 Moo 7, National Highway 403, Na Sa, Ao Nang Cliff Beach Plaza",Nakhonsithamarat,Nakhonsithamarat,THAILAND,80000,625934122,GMT+07:00 Asia/Bangkok,99.97,8.38
Starbucks,32103-131326,Ao Nang Cliff Beach-Krabi,Company Owned,"Ao Nang Clif Beach, 328/4, Moo 2, Jungceylon Patong",Muang Krabi,Krabi,THAILAND,81000,844387424,GMT+07:00 Asia/Bangkok,98.82,8.03
Starbucks,31987-123584,Jungceylon 2,Company Owned,"Unit 4125 Jungceylon Phuket, 181, Ratch-U-Thid",Kathu,Phuket,THAILAND,83150,844387419,GMT+07:00 Asia/Bangkok,98.3,7.89
Starbucks,30773-96577,Jungceylon Patong,Company Owned,"181 unit 1102/2 Ground floor, Zone A1, Ratch-u-tid Road",Kathu,Phuket,THAILAND,83150,844387356,GMT+07:00 Asia/Bangkok,98.3,7.89
Starbucks,32672-137965,Twilight of Bangla,Company Owned,"136/1, Thaweevong Road",Kathu,Phuket,THAILAND,83150,844387441,GMT+07:00 Asia/Bangkok,98.3,7.89
Starbucks,32545-137245,La Flora Avenue - Patong - Phuket,Company Owned,"Unit 1-3, La Flora Avenue Patong, 1st Floor, No. 37, Taweewong road, Ban Thai Hotel",Katu,Phuket,THAILAND,83150,844387437,GMT+07:00 Asia/Bangkok,98.3,7.9
Starbucks,33715-29356,Phuket,Company Owned,"94, Thaveewong Road, Central Phuket",Kratoo,Phuket,THAILAND,83150,844387328,GMT+07:00 Asia/Bangkok,98.29,7.89
Starbucks,33750-96038,Central Phuket,Company Owned,"130, 1st Floor Central Phuket, No. 130, 1st Floor",Muang,Phuket,THAILAND,83000,844387360,GMT+07:00 Asia/Bangkok,98.37,7.89
Starbucks,32293-135684,Kata Center-Karon-phuket,Company Owned,"Kata Center, No.4, Karon road,, Phuket Airport-Landside",Muang,Phuket,THAILAND,83100,844387430,GMT+07:00 Asia/Bangkok,98.3,7.83
Starbucks,48536-263584,Phuket Airport-Landside,Company Owned,"Mai Khao, Thalang",Phuket,Phuket,THAILAND,83110,613896272,GMT+07:00 Asia/Bangkok,98.31,8.1
Starbucks,23182-228364,Lotus Phuket,Company Owned,"104 Moo 5, Chaloemphrakiat Ro 9, Amphoe",Phuket,Phuket,THAILAND,83000,922464184,GMT+07:00 Asia/Bangkok,98.37,7.9
Starbucks,49018-266307,Homepro Village Phuket Chalong,Company Owned,"61/10 Moo 10 Chalong, Muang",Phuket,Phuket,THAILAND,83130,613977916,GMT+07:00 Asia/Bangkok,98.34,7.83
Starbucks,49620-270144,Banana Walk Phuket,Company Owned,"124/11 Taweewong road, Patong,Kathu",Phuket,Phuket,THAILAND,83150,614201415,GMT+07:00 Asia/Bangkok,98.29,7.89
Starbucks,31878-124152,BigC Samui,Company Owned,"GCR 001 , BigC Suprecenter Samui,, Thaveerajbhakdee,, Central Suratthani",Koh Samui,Surat Thani,THAILAND,84320,844387416,GMT+07:00 Asia/Bangkok,100.04,9.54
Starbucks,18124-181872,Central Suratthani,Company Owned,"unit no. 141, 1st Floor, Central Suratthani, 88 Moo 10",Muang,Surat Thani,THAILAND,84000,908808759,GMT+07:00 Asia/Bangkok,99.3,9.11
Starbucks,21262-204773,Central Festival Samui,Company Owned,"209,209/1-209/2 Moo 2, Bophut, Koh Samui",Surat Thani,Surat Thani,THAILAND,84140,982514523,GMT+07:00 Asia/Bangkok,100.06,9.53
Starbucks,18523-188468,Odean Fashion Mall,Company Owned,"Odean Fashion Mall  79/7, Thammanoonwithi road",Hatyai,Songkhla,THAILAND,90110,819381387,GMT+07:00 Asia/Bangkok,100.47,7
Starbucks,20838-188467,Central Festival Hat Yai,Company Owned,"Central Had Yai, Karnjanavanit Road, Hat Yai",Songkhla,Songkhla,THAILAND,90110,922798164,GMT+07:00 Asia/Bangkok,100.48,6.99
Starbucks,33754-97972,Tuk Com Pattaya,Company Owned,"8, Moo 10 South Pattaya Road",Banglamung,Chonburi,THAILAND,20150,844387374,GMT+07:00 Asia/Bangkok,100.88,12.92
Starbucks,33761-143431,Royal Garden Pattaya,Company Owned,"218, Moo 10 Beach Road",Banglamung,Chonburi,THAILAND,20260,844387377,GMT+07:00 Asia/Bangkok,100.88,12.93
Starbucks,33718-28447,Pattaya,Company Owned,"219/3, Yamamoto 13/1 Soi  Beach Road",Banglamung,Chonburi,THAILAND,20150,844387331,GMT+07:00 Asia/Bangkok,100.88,12.93
Starbucks,1967-136510,Central Festival Pattaya,Company Owned,"Unit 156, Central Festival Pattaya Beach, 333/99, Moo 9",Banglamung,Chonburi,THAILAND,20150,844387451,GMT+07:00 Asia/Bangkok,100.88,12.93
Starbucks,48482-263452,Phạm Ngọc Thạch,Licensed,"2 Phạm Ngọc Thạch, Quận Đống Đa",Hà Nội,Hanoi,VIETNAM,0,04 3637 4374,GMT+000000 Asia/Saigon,105.83,21.01
Starbucks,24015-232287,Press Club,Licensed,"59A Lý Thái Tổ, Quận Hoàn Kiếm, #123 Tầng trệt Tòa Nhà IPH Indochine Plaza Hà Nội",Hà Nội,Hanoi,VIETNAM,70000,04 3936 9017,GMT+000000 Asia/Saigon,105.86,21.03
Starbucks,24016-230012,IPH,Licensed,"241 Xuân Thủy, Quận Cầu Giấy",Hà Nội,Hanoi,VIETNAM,70000,04 3795 4278,GMT+000000 Asia/Saigon,105.78,21.04
Starbucks,47910-260386,The Garden,Licensed,"Tầng 1, TTTM The Garden, khu đô thị The Manor, Mễ Trì, Mỹ Đình",Hà Nội,Hanoi,VIETNAM,70000,04 3395 3333,GMT+000000 Asia/Saigon,105.78,21.01
Starbucks,24003-228944,Lan Viên,Licensed,"32 Hàng Bài, Quận Hoàn Kiếm",Hà Nội,Hanoi,VIETNAM,70000,04 3936 8407,GMT+000000 Asia/Saigon,105.85,21.02
Starbucks,24014-231244,Bà Triệu,Licensed,"314 Bà Triệu, Quận Hai Bà Trưng",Hà Nội,Hanoi,VIETNAM,70000,04 3978 1817,GMT+000000 Asia/Saigon,105.85,21.01
Starbucks,49436-269127,The Vista,Licensed,"628 Xa Lo Ha Noi Highway, Dist 2, Ground Floor, The Oxygen Shopping Mall",Ho Chi Minh,Ho Chi Minh,VIETNAM,70000,08 6281 4546,GMT+000000 Asia/Saigon,106.75,10.8
Starbucks,18663-190626,President Place,Licensed,"93 Nguyễn Du, Quận 1, Tầng trệt Trung Tâm Thương Mại Pandora City",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3822 5891,GMT+000000 Asia/Saigon,106.7,10.78
Starbucks,24011-230014,Pandora,Licensed,"1/1 Trường Chinh, Quận Tân Phú",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3812 6830,GMT+000000 Asia/Saigon,106.63,10.81
Starbucks,23925-226964,Đề Thám,Licensed,"191 - 193 Đề Thám, Quận 1",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3838 6455,GMT+000000 Asia/Saigon,106.69,10.77
Starbucks,48282-262438,Nguyễn Văn Trỗi,Licensed,"66 Nguyễn Văn Trỗi, Quận Phú Nhuận, Tầng trệt, #01-28a,b Trung Tâm Thương Mại Vivo City",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,0,08 3842 2171,GMT+000000 Asia/Saigon,106.68,10.79
Starbucks,25378-234124,VivoCity,Licensed,"1058 Nguyễn Văn Linh, Quận 7",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3771 4975,GMT+000000 Asia/Saigon,106.7,10.73
Starbucks,29695-254869,Lakai,Licensed,"98-126 Nguyễn Tri Phương, Quận 5",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3924 1251,GMT+000000 Asia/Saigon,106.67,10.75
Starbucks,48731-264926,Thành Phố Hồ Chí Minh,Licensed,"Sân bay Tân Sơn Nhất, 45 Trường Sơn, Tân Bình, Phòng A2, tầng trệt, Khu vực thương mại Nhà giữ xe Ga Quốc Nội, Phòng 1A Tòa Nhà Kumho Asiana Plaza Saigon",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 6681 6463,GMT+000000 Asia/Saigon,106.66,10.81
Starbucks,25865-242710,Kumho,Licensed,"39 Lê Duẩn, Quận 1",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3823 4990,GMT+000000 Asia/Saigon,106.7,10.78
Starbucks,24009-223886,Phan Xich Long,Licensed,"214 -216 Phan Xích Long, Quận Phú Nhuận",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3517 6461,GMT+000000 Asia/Saigon,106.69,10.8
Starbucks,25346-240592,Thảo Điền,Licensed,"21 Thảo Điền, Quận 2",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3744 2040,GMT+000000 Asia/Saigon,106.74,10.8
Starbucks,29047-252265,Nguyễn Huệ,Licensed,"99 Nguyễn Huệ, Quận 1",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3821 0105,GMT+000000 Asia/Saigon,106.7,10.77
Starbucks,27767-248666,SSG,Licensed,"561A Điện Biên Phủ, Quận Bình Thạnh, Khách sạn New World",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3512 0585,GMT+000000 Asia/Saigon,106.72,10.8
Starbucks,18687-193924,New World,Licensed,"76 Lê Lai, Quận 1, Góc đường Phạm Hồng Thái và Nguyễn Thị Nghĩa.",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3823 7952,GMT+000000 Asia/Saigon,106.69,10.77
Starbucks,27082-246744,Emart,Licensed,"168 Phan Văn Trị, Quận Gò Vấp, Khách sạn Rex",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3588 0146,GMT+000000 Asia/Saigon,106.69,10.82
Starbucks,21401-212072,Rex,Licensed,"141 Nguyễn Huệ, Quận 1, Góc đường Pasteur và Lê Thánh Tôn",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 3824 4668,GMT+000000 Asia/Saigon,106.7,10.78
Starbucks,24010-226985,Panorama,Licensed,"SN-44, Tòa Nhà Panorama, 208 Trần Văn Trà, Quận 7",Thành Phố Hồ Chí Minh,Ho Chi Minh,VIETNAM,70000,08 5413 8292,GMT+000000 Asia/Saigon,106.71,10.72
Starbucks,31342-106289,Warisan Square KK,Licensed,"Jalan Fuad Stephen, Lot No. 8, Ground & 1st Floor Block C",Kota Kinabalu,Sabah,MALAYSIA,88000,088-447062,GMT+000000 Asia/Kuching,116.07,5.98
Starbucks,32542-132944,One Borneo 1,Licensed,"Jalan Sulaman, G-832 & F-832 - Ground & First Floor",Kota Kinabalu,Sabah,MALAYSIA,88000,088-447189,GMT+000000 Asia/Kuching,116.13,6.04
Starbucks,31754-109644,City Mall KK,Licensed,"Jalan Lintas Luyang, Lot No. 4, Ground Floor",Kota Kinabalu,Sabah,MALAYSIA,88300,088-484275,GMT+000000 Asia/Kuching,116.1,5.96
Starbucks,31341-106381,Centrepoint KK,Licensed,"No. 1, Jalan Centre Point, Lot No. P37, 4th Floor",Kota Kinabalu,Sabah,MALAYSIA,88000,088-258180,GMT+000000 Asia/Kuching,116.07,5.97
Starbucks,32698-135946,KKIA,Licensed,"Kota Kinabalu International Airport, L3A01, Level 3, Airside, Terminal 1",Kota Kinabalu,Sabah,MALAYSIA,88740,088-413814,GMT+000000 Asia/Kuching,116.05,5.93
Starbucks,18213-188744,Suria Sabah,Licensed,"Suria Sabah Shopping Mall, G-2 & G-69, Ground Floor",Kota Kinabalu,Sabah,MALAYSIA,88000,088-486260,GMT+000000 Asia/Kuching,116.08,5.99
Starbucks,32543-169666,1 Borneo -2F Enter Zone,Licensed,"Jalan Sulaman, No. G-301, Ground Floor",Kota Kinabalu,Sabah,MALAYSIA,88000,088-447329,GMT+000000 Asia/Kuching,116.13,6.04
Starbucks,1923-137105,The Zone,Licensed,"88 Jalan Ibrahim Sutan, Stulang Laut, Level 1",Johor Bahru,Johor,MALAYSIA,80300,07-2241702,GMT+08:00 Asia/Kuala_Lumpur,103.78,1.47
Starbucks,33904-13360,Johor Bahru City Square,Licensed,"No 106 & 108, Jalan Wong Ah Fook, Lot J1-06, Level 1",Johor Bahru,Johor,MALAYSIA,80000,07-2760267,GMT+08:00 Asia/Kuala_Lumpur,103.76,1.46
Starbucks,30897-102820,AEON Tebrau,Licensed,"No.1 Jl Desa Tebrau, Taman Desa Tebrau, Lot G17",Johor Bahru,Johor,MALAYSIA,81100,07-3556049,GMT+08:00 Asia/Kuala_Lumpur,103.8,1.55
Starbucks,1915-139106,Bukit Indah,Licensed,"No. 8, Jalan Indah 15/2, Bukit Indah, Lot G08, Ground Floor",Johor Bahru,Johor,MALAYSIA,81200,07-2370408,GMT+08:00 Asia/Kuala_Lumpur,103.66,1.48
Starbucks,15577-163164,JB Sentral,Licensed,"Jalan Jim Quee, Lot No. 1&2, 3rd Floor, JB Sentral",Johor Bahru,Johor,MALAYSIA,80300,07-2212453,GMT+08:00 Asia/Kuala_Lumpur,103.76,1.46
Starbucks,16340-164364,Johor Premium Outlets,Licensed,"Jalan Premium Outlets, Indahputra, Lot 500",Kulaijaya,Johor,MALAYSIA,81000,07-5909143,GMT+08:00 Asia/Kuala_Lumpur,103.75,1.46
Starbucks,26445-240449,Alor Setar DT,Licensed,"Jalan Alor Mengkudu, PT13875,13876,13877,78 & part of PT6189",Alor Setar,Kedah,MALAYSIA,5400,04733 8094,GMT+08:00 Asia/Kuala_Lumpur,100.38,6.1
Starbucks,17250-180648,Cenang Mall,Licensed,"Lot 2605 Jalan Pantai Cenang, Mukim Keda, Lot GF1a, GF1b & GF1c CenangMallLangkawi",Langkawi,Kedah,MALAYSIA,7000,04-9551540,GMT+08:00 Asia/Kuala_Lumpur,99.73,6.29
Starbucks,31809-117007,Langkawi International Airport,Licensed,"Langkawi International Airport, Lot No. C2, Public Concourse",Langkawi,Kedah,MALAYSIA,7000,04-9557780,GMT+08:00 Asia/Kuala_Lumpur,99.73,6.34
Starbucks,31076-104740,Langkawi Jetty Point,Licensed,"Jetty Kuah, Lot 15 & 16, Zone 2",Langkawi,Kedah,MALAYSIA,7000,04-9665309,GMT+08:00 Asia/Kuala_Lumpur,99.85,6.31
Starbucks,32071-123025,Lagenda Village Mall,Licensed,"Jalan Lagenda 1, Lagenda Heights, Lot G-9, G-15, G-16, Ground Floor",Sungai Petani,Kedah,MALAYSIA,8000,04-4229645,GMT+08:00 Asia/Kuala_Lumpur,100.5,5.66
Starbucks,16226-169665,Jusco Bandaraya Melaka,Licensed,"No. 2, Jalan Lagenda, Taman 1-Lagenda, Lot G89 & G90",Melaka,Wilayah Persekutuan,MALAYSIA,75400,06-2818769,GMT+08:00 Asia/Kuala_Lumpur,102.25,2.21
Starbucks,31462-107895,Dataran Pahlawan,Licensed,"Jalan Merdeka, Bandar Hilir, Lot BN-017, BN-030 & BN-031",Melaka,Wilayah Persekutuan,MALAYSIA,75000,06-2815630,GMT+08:00 Asia/Kuala_Lumpur,102.25,2.19
Starbucks,33958-98092,Mahkota Parade,Licensed,"No. 1, Jalan Merdeka, Lot No. G17/EG2",Melaka,Wilayah Persekutuan,MALAYSIA,75000,06282 0721,GMT+08:00 Asia/Kuala_Lumpur,102.25,2.19
Starbucks,15524-193325,Melaka Raya,Licensed,"No. 161 Jalan Merdeka, Taman Melaka Raya",Melaka,Wilayah Persekutuan,MALAYSIA,75000,06-2814628,GMT+08:00 Asia/Kuala_Lumpur,102.26,2.19
Starbucks,30702-101569,Jusco Seremban 2,Licensed,"No. 112, Persiaran S2 B1, Seremban 2, Lot G49 & 50",Seremban,Negeri Sembilan,MALAYSIA,70300,06-6015526,GMT+08:00 Asia/Kuala_Lumpur,101.91,2.7
